,DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON
1894,201915689,2020-10-15,305,19,Mission,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,13600    FOOTHILL                     BL,34.3069,-118.4297
1895,201918078,2020-12-15,1111,19,Mission,210,ROBBERY,19,M,8300 N  SEPULVEDA                    BL,34.2214,-118.4677
1896,202013248,2020-08-09,2250,20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,43,M,1200 S  WESTMORELAND                 AV,34.0495,-118.2891
1897,202011749,2020-06-26,700,20,Olympic,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,M,4100 W  6TH                          ST,34.0633,-118.3141
1898,201811813,2020-05-25,200,18,Southeast,510,VEHICLE - STOLEN,0,nan,MENLO                        AV,33.9144,-118.2894
1899,200506268,2020-02-22,1900,5,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),29,F,PACIFIC COAST,33.7926,-118.3043
1900,201809657,2020-04-15,1550,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,800 W  ROSECRANS                    AV,33.9019,-118.2893
1901,201409975,2020-04-21,1930,14,Pacific,330,BURGLARY FROM VEHICLE,43,M,VENICE                       BL,34.0056,-118.4301
1902,200119908,2020-10-23,2330,1,Central,330,BURGLARY FROM VEHICLE,0,F,1000 S  BROADWAY,34.0406,-118.2578
1903,201819653,2020-10-28,1000,18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,F,600 W  ATHENS                       BL,33.9213,-118.2847
1904,201911106,2020-04-26,1908,19,Mission,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,14600    BLYTHE                       ST,34.2152,-118.451
1905,201819475,2020-10-24,2250,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,800 W  148TH                        ST,33.8983,-118.2896
1906,200206940,2020-02-27,1255,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,BELLEVUE                     AV,34.0751,-118.2717
1907,200709456,2020-05-20,1250,7,Wilshire,330,BURGLARY FROM VEHICLE,53,F,1800 S  COCHRAN                      AV,34.0443,-118.3538
1908,202106474,2020-02-24,1835,21,Topanga,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,21700    VENTURA                      BL,34.1683,-118.6007
1909,202115676,2020-11-03,330,21,Topanga,310,BURGLARY,46,M,6300    CANOGA                       AV,34.1849,-118.5974
1910,201014375,2020-10-23,2330,10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,6800    RESEDA                       BL,34.1939,-118.536
1911,200117110,2020-05-01,100,1,Central,121,"RAPE, FORCIBLE",22,F,500 S  MAIN                         ST,34.0465,-118.2488
1912,200610130,2020-05-11,1130,6,Hollywood,210,ROBBERY,0,X,7000 W  SUNSET                       BL,34.098,-118.3416
1913,201420586,2020-11-18,630,14,Pacific,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,F,11200    SARDIS                       AV,34.0296,-118.4306
1914,200714035,2020-09-01,1,7,Wilshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),70,F,400 N  ALTA VISTA                   BL,34.0783,-118.3474
1915,201504263,2020-01-05,1300,15,N Hollywood,330,BURGLARY FROM VEHICLE,23,M,11000    VICTORY                      BL,34.1867,-118.3703
1916,200210863,2020-06-01,1525,2,Rampart,510,VEHICLE - STOLEN,0,nan,2200    VALLEY                       ST,34.0653,-118.2725
1917,200911839,2020-06-26,1200,9,Van Nuys,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,4600    WILLIS                       AV,34.1545,-118.4552
1918,202013922,2020-08-27,830,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),21,M,700 S  MANHATTAN                    PL,34.0581,-118.3102
1919,201615829,2020-12-16,1500,16,Foothill,210,ROBBERY,0,M,7900    LAUREL CANYON                BL,34.2139,-118.3965
1920,200615995,2020-09-27,35,6,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,6600 W  SUNSET                       BL,34.098,-118.3335
1921,202011797,2020-07-04,2030,20,Olympic,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,4600    BEVERLY                      BL,34.0799,-118.3113
1922,200200760,2020-07-07,1620,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,6TH                          ST,34.0628,-118.2821
1923,201908231,2020-03-30,2000,19,Mission,906,FIREARMS RESTRAINING ORDER (FIREARMS RO),28,F,7800    NOLLAN                       PL,34.2128,-118.445
1924,201115543,2020-11-08,1500,11,Northeast,330,BURGLARY FROM VEHICLE,42,M,1600 N  ALVARADO                     ST,34.0834,-118.2599
1925,200320615,2020-11-11,2300,3,Southwest,480,BIKE - STOLEN,22,M,2600    ORCHARD                      AV,34.0303,-118.2874
1926,201420127,2020-11-08,1300,14,Pacific,480,BIKE - STOLEN,34,F,8800 S  SEPULVEDA                    BL,33.9568,-118.3962
1927,201810632,2020-05-04,1530,18,Southeast,624,BATTERY - SIMPLE ASSAULT,18,F,MANCHESTER                   AV,33.9602,-118.2651
1928,200200724,2020-06-04,1850,2,Rampart,624,BATTERY - SIMPLE ASSAULT,39,M,4300    NORMAL                       AV,34.0888,-118.2881
1929,201007153,2020-03-12,640,10,West Valley,888,TRESPASSING,45,F,19500    INGOMAR                      ST,34.212,-118.5579
1930,201308239,2020-02-28,2300,13,Newton,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),62,M,1000 E  28TH                         ST,34.0175,-118.2574
1931,200506936,2020-03-08,1830,5,Harbor,510,VEHICLE - STOLEN,0,nan,WESTERN                      AV,33.8268,-118.309
1932,201217850,2020-08-04,1000,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,6700 S  FIGUEROA                     ST,33.9786,-118.2827
1933,200310566,2020-04-25,950,3,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),37,M,1700 W  JEFFERSON                    BL,34.0256,-118.3061
1934,201222029,2020-10-04,1800,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,100 E  84TH                         PL,33.9619,-118.2717
1935,201211083,2020-04-16,1700,12,77th Street,510,VEHICLE - STOLEN,0,nan,FLOWER                       ST,33.9983,-118.2813
1936,202115664,2020-09-03,1400,21,Topanga,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",30,M,19700    SHERMAN                      WY,34.2011,-118.5713
1937,201209876,2020-03-27,1650,12,77th Street,210,ROBBERY,0,M,2000 W  80TH                         ST,33.9664,-118.3134
1938,201009044,2020-05-13,1315,10,West Valley,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,M,16800    BURBANK                      BL,34.1718,-118.4993
1939,201110399,2020-06-11,1700,11,Northeast,330,BURGLARY FROM VEHICLE,34,F,2400 N  ALVARADO                     ST,34.097,-118.2518
1940,202013106,2020-08-06,530,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),51,F,100 S  WILTON                       PL,34.0728,-118.3135
1941,201307829,2020-02-28,1600,13,Newton,510,VEHICLE - STOLEN,0,nan,900    MATEO                        ST,34.0326,-118.2322
1942,200311518,2020-05-14,1900,3,Southwest,520,VEHICLE - ATTEMPT STOLEN,65,M,3900    HUBERT                       AV,34.0142,-118.3281
1943,201908682,2020-04-12,2221,19,Mission,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,11,M,9400    SEPULVEDA                    BL,34.2427,-118.4702
1944,201419812,2020-11-06,1910,14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,M,12100    VENICE                       BL,34.0039,-118.4334
1945,200304274,2020-01-04,2030,3,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,F,1200    BROWNING                     BL,34.0121,-118.2968
1946,202105280,2020-01-28,1800,21,Topanga,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,20500    VENTURA                      BL,34.1683,-118.5787
1947,200119934,2020-10-24,645,1,Central,354,THEFT OF IDENTITY,49,M,200 E  1ST                          ST,34.0512,-118.2419
1948,200814436,2020-09-23,1100,8,West LA,510,VEHICLE - STOLEN,0,nan,10200    CRESTA                       DR,34.0417,-118.4041
1949,210205056,2020-10-14,1200,2,Rampart,354,THEFT OF IDENTITY,37,M,300    WELCOME                      ST,34.0656,-118.2621
1950,200316872,2020-09-03,900,3,Southwest,330,BURGLARY FROM VEHICLE,38,M,5100    CRENSHAW                     BL,33.9967,-118.3306
1951,200911119,2020-06-15,2300,9,Van Nuys,330,BURGLARY FROM VEHICLE,37,M,14200    LEADWELL                     ST,34.2041,-118.4425
1952,201407385,2020-02-02,2000,14,Pacific,330,BURGLARY FROM VEHICLE,31,F,3800    MCLAUGHLIN                   AV,34.0086,-118.4246
1953,201212066,2020-05-03,1235,12,77th Street,437,RESISTING ARREST,0,X,FLORENCE                     AV,33.9746,-118.3177
1954,211104687,2020-01-21,300,11,Northeast,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,4800 W  SUNSET                       BL,34.0982,-118.2943
1955,201513536,2020-08-04,730,15,N Hollywood,510,VEHICLE - STOLEN,0,nan,4900    CARTWRIGHT                   AV,34.1595,-118.3637
1956,200410047,2020-02-01,1,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,5400    SHELLEY                      ST,34.0912,-118.1624
1957,200312493,2020-05-25,1500,3,Southwest,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,nan,3800    3RD                          AV,34.0183,-118.3204
1958,200513373,2020-08-11,246,5,Harbor,310,BURGLARY,0,X,200 W  6TH                          ST,33.7387,-118.2814
1959,211204037,2020-12-31,2200,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,F,AVALON                       BL,33.9721,-118.2652
1960,201220752,2020-09-16,1230,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),62,M,700 E  73RD                         ST,33.9739,-118.263
1961,201313153,2020-06-30,930,13,Newton,210,ROBBERY,0,X,400 E  FLORENCE                     AV,33.9784,-118.263
1962,200318436,2020-10-05,2250,3,Southwest,624,BATTERY - SIMPLE ASSAULT,29,F,4800    COLISEUM                     ST,34.0183,-118.3504
1963,200618244,2020-11-19,2030,6,Hollywood,510,VEHICLE - STOLEN,0,nan,1600 N  LA BREA                      AV,34.1007,-118.3494
1964,201713754,2020-08-01,1200,17,Devonshire,354,THEFT OF IDENTITY,74,M,9600    ONEAL                        CT,34.245,-118.5289
1965,200214497,2020-06-13,1340,2,Rampart,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,X,1300 W  6TH                          ST,34.0579,-118.2649
1966,200805831,2020-01-30,5,8,West LA,354,THEFT OF IDENTITY,57,F,500 S  BURLINGAME                   AV,34.0494,-118.4866
1967,200616504,2020-10-09,2345,6,Hollywood,210,ROBBERY,29,F,5800 W  SUNSET                       BL,34.0998,-118.3211
1968,201309446,2020-04-15,1730,13,Newton,410,"BURGLARY FROM VEHICLE, ATTEMPTED",30,M,CENTRAL                      AV,34.0233,-118.2516
1969,200717189,2020-12-13,1500,7,Wilshire,330,BURGLARY FROM VEHICLE,43,F,PICO                         BL,34.0496,-118.3425
1970,200817626,2020-12-16,1600,8,West LA,510,VEHICLE - STOLEN,0,nan,1600 S  BENTLEY                      AV,34.0484,-118.4437
1971,201110326,2020-06-11,2000,11,Northeast,510,VEHICLE - STOLEN,0,nan,6200    MT ANGELUS                   DR,34.1148,-118.1869
1972,201908696,2020-04-12,700,19,Mission,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,14500    WILLOWGREEN                  LN,34.3206,-118.4506
1973,201316012,2020-08-25,615,13,Newton,310,BURGLARY,0,X,2300 E  WASHINGTON                   BL,34.019,-118.2315
1974,201106089,2020-02-16,915,11,Northeast,624,BATTERY - SIMPLE ASSAULT,24,F,6000    CRESTWOOD                    WY,34.1307,-118.1907
1975,201513294,2020-07-29,2010,15,N Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,57,M,12200 W  VENTURA                      BL,34.1432,-118.3986
1976,200106948,2020-02-11,1915,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,100 E  6TH                          ST,34.046,-118.2493
1977,202113353,2020-08-31,1700,21,Topanga,900,VIOLATION OF COURT ORDER,37,F,23000    SATICOY                      ST,34.213,-118.6458
1978,200806568,2020-02-20,1200,8,West LA,480,BIKE - STOLEN,35,M,1500    BARRY                        AV,34.045,-118.4557
1979,201817027,2020-09-10,2145,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,F,95TH                         ST,33.9506,-118.2375
1980,200510994,2020-06-25,230,5,Harbor,510,VEHICLE - STOLEN,0,nan,14TH                         ST,33.7315,-118.2879
1981,200212443,2020-07-05,900,2,Rampart,510,VEHICLE - STOLEN,0,nan,BELLEVUE                     AV,34.0698,-118.2595
1982,201216960,2020-07-21,1820,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,1700 W  48TH                         ST,34.0001,-118.3096
1983,200914159,2020-08-30,1420,9,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,7200    KATHERINE                    AV,34.2012,-118.4432
1984,201610419,2020-06-25,2000,16,Foothill,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,F,13000    GLAMIS                       ST,34.2555,-118.4185
1985,201910095,2020-03-17,317,19,Mission,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),31,M,15100    ROXFORD                      ST,34.3198,-118.4622
1986,201416213,2020-07-25,1640,14,Pacific,624,BATTERY - SIMPLE ASSAULT,68,M,3300 S  SEPULVEDA                    BL,34.0226,-118.4248
1987,201817878,2020-09-19,1930,18,Southeast,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,F,11600    AVALON                       BL,33.9283,-118.2652
1988,202104312,2020-01-05,1330,21,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),39,M,23200    VENTURA                      BL,34.1626,-118.6309
1989,201104052,2020-01-01,2030,11,Northeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,2400    COLORADO                     BL,34.1442,-118.218
1990,201007391,2020-03-18,1800,10,West Valley,310,BURGLARY,0,M,19000    VENTURA                      BL,34.1725,-118.5475
1991,202013579,2020-08-13,100,20,Olympic,860,BATTERY WITH SEXUAL CONTACT,49,M,4000 W  2ND                          ST,34.0712,-118.3016
1992,200906435,2020-02-23,1800,9,Van Nuys,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",34,F,14900    SHERMAN                      WY,34.2012,-118.4574
1993,201404274,2020-01-04,2219,14,Pacific,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",62,F,6400 W  84TH                         ST,33.9629,-118.3993
1994,201114637,2020-10-13,2200,11,Northeast,510,VEHICLE - STOLEN,0,nan,1600    ECHO PARK                    AV,34.0815,-118.2546
1995,200414361,2020-10-15,1200,4,Hollenbeck,354,THEFT OF IDENTITY,49,M,1100 S  FICKETT                      ST,34.0273,-118.2176
1996,200911049,2020-06-09,1025,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),35,F,KESTER                       AV,34.1649,-118.4574
1997,201812009,2020-06-02,400,18,Southeast,510,VEHICLE - STOLEN,0,nan,8700 S  SAN PEDRO                    ST,33.9591,-118.2695
1998,200312753,2020-06-16,720,3,Southwest,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,X,3700    CRENSHAW                     BL,34.0191,-118.3351
1999,200517895,2020-12-16,2125,5,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,40,M,900 N  FRIES                        AV,33.7815,-118.265
2000,201817357,2020-09-12,30,18,Southeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,21,F,ROSECRANS,33.9019,-118.2916
2001,200321494,2020-12-07,1700,3,Southwest,330,BURGLARY FROM VEHICLE,67,M,W  24TH                         ST,34.0349,-118.3177
2002,201516878,2020-10-27,400,15,N Hollywood,210,ROBBERY,28,M,CHANDLER,34.1687,-118.4003
2003,201012706,2020-07-27,700,10,West Valley,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,46,M,8100 N  BALBOA                       PL,34.2179,-118.5014
2004,201412163,2020-06-11,350,14,Pacific,330,BURGLARY FROM VEHICLE,47,M,200    REES                         ST,33.9569,-118.4473
2005,201111473,2020-07-15,1134,11,Northeast,661,UNAUTHORIZED COMPUTER ACCESS,40,F,4600    ELLENWOOD                    DR,34.1293,-118.219
2006,200310910,2020-05-05,1130,3,Southwest,624,BATTERY - SIMPLE ASSAULT,29,M,1800 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3113
2007,200609150,2020-04-16,1900,6,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),26,F,1500 N  SAINT ANDREWS                PL,34.0981,-118.3114
2008,201917640,2020-12-02,1140,19,Mission,624,BATTERY - SIMPLE ASSAULT,37,F,14900    POLK                         ST,34.3089,-118.4613
2009,201914494,2020-09-14,700,19,Mission,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,M,GLADSTONE,34.299,-118.4153
2010,200118692,2020-09-30,410,1,Central,210,ROBBERY,29,M,BROADWAY,34.0377,-118.2607
2011,201212836,2020-05-15,540,12,77th Street,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),25,F,200 E  MANCHESTER                   AV,33.964,-118.2739
2012,201904416,2020-01-08,2100,19,Mission,624,BATTERY - SIMPLE ASSAULT,27,M,8200 N  SEPULVEDA                    BL,34.2184,-118.4698
2013,201419844,2020-11-06,1745,14,Pacific,624,BATTERY - SIMPLE ASSAULT,17,M,OCEAN FRONT WALK,33.9874,-118.4741
2014,200917497,2020-11-20,1130,9,Van Nuys,624,BATTERY - SIMPLE ASSAULT,33,F,13300    RIVERSIDE                    DR,34.1576,-118.4231
2015,202108355,2020-04-16,1600,21,Topanga,510,VEHICLE - STOLEN,0,nan,22600    QUINTA                       RD,34.1531,-118.6194
2016,201011914,2020-08-02,1005,10,West Valley,330,BURGLARY FROM VEHICLE,0,M,7900    BOTHWELL                     RD,34.2141,-118.5612
2017,201517126,2020-10-30,1230,15,N Hollywood,310,BURGLARY,47,M,4900    VINELAND                     AV,34.159,-118.3703
2018,200613614,2020-08-06,2300,6,Hollywood,624,BATTERY - SIMPLE ASSAULT,19,F,1500    VINE                         ST,34.098,-118.3266
2019,201809081,2020-04-02,1630,18,Southeast,624,BATTERY - SIMPLE ASSAULT,60,M,100 W  IMPERIAL                     HY,33.9347,-118.2761
2020,201321853,2020-12-27,1800,13,Newton,510,VEHICLE - STOLEN,0,nan,4200    WOODLAWN                     AV,34.0066,-118.2728
2021,200307284,2020-02-23,1200,3,Southwest,121,"RAPE, FORCIBLE",46,F,4200    DEGNAN                       BL,34.008,-118.3314
2022,200315866,2020-08-16,1310,3,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),30,M,4800 W  MARTIN LUTHER KING JR        BL,34.017,-118.3477
2023,201805731,2020-02-01,1330,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,M,10100 S  BROADWAY,33.9447,-118.2784
2024,200516175,2020-11-04,1300,5,Harbor,510,VEHICLE - STOLEN,0,nan,24900    FRAMPTON                     AV,33.7983,-118.2992
2025,200408306,2020-04-28,1650,4,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,43,F,8TH                          ST,34.0226,-118.207
2026,200517231,2020-11-29,1900,5,Harbor,624,BATTERY - SIMPLE ASSAULT,41,M,CARSON,33.8315,-118.3065
2027,202018701,2020-12-22,150,20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,52,M,2300 W  PICO                         BL,34.0499,-118.2879
2028,200205286,2020-01-26,2000,2,Rampart,510,VEHICLE - STOLEN,0,nan,400 S  OCCIDENTAL                   BL,34.0665,-118.2828
2029,202017008,2020-11-07,1700,20,Olympic,310,BURGLARY,0,X,2900    WILSHIRE                     BL,34.0652,-118.2878
2030,201508263,2020-03-30,1630,15,N Hollywood,624,BATTERY - SIMPLE ASSAULT,46,F,6900    SIMPSON                      AV,34.1958,-118.3889
2031,201311118,2020-05-19,1830,13,Newton,330,BURGLARY FROM VEHICLE,29,F,100 W  71ST                         ST,33.9756,-118.2739
2032,201815237,2020-08-08,840,18,Southeast,510,VEHICLE - STOLEN,0,nan,CENTURY                      ST,33.9455,-118.2826
2033,201313980,2020-07-15,150,13,Newton,624,BATTERY - SIMPLE ASSAULT,24,M,56TH,33.9921,-118.2559
2034,201012938,2020-09-05,1800,10,West Valley,510,VEHICLE - STOLEN,0,nan,7000    WOODLEY                      AV,34.1975,-118.4837
2035,200122014,2020-12-06,1930,1,Central,624,BATTERY - SIMPLE ASSAULT,66,F,8TH                          ST,34.0452,-118.2569
2036,200320495,2020-11-16,2115,3,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,4300    2ND                          AV,34.0041,-118.3193
2037,200211325,2020-06-14,1830,2,Rampart,210,ROBBERY,51,M,300 N  VERMONT                      AV,34.0777,-118.2961
2038,201816741,2020-09-05,1740,18,Southeast,648,ARSON,0,M,102ND                        ST,33.944,-118.2609
2039,200406978,2020-03-14,58,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,2300    CHARLOTTE                    ST,34.0567,-118.2024
2040,200512066,2020-07-20,750,5,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,F,600 W  23RD                         ST,33.7234,-118.2907
2041,202112082,2020-07-25,1400,21,Topanga,901,VIOLATION OF RESTRAINING ORDER,29,F,23100    AVENUE SAN LUIS,34.1615,-118.6311
2042,200607168,2020-02-29,1915,6,Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,700 N  ARDMORE                      AV,34.0836,-118.3016
2043,200306462,2020-02-08,45,3,Southwest,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,F,600 W  JEFFERSON                    BL,34.0268,-118.2808
2044,201215770,2020-03-01,700,12,77th Street,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,1400 W  45TH                         ST,34.0028,-118.3007
2045,201108617,2020-04-07,1420,11,Northeast,354,THEFT OF IDENTITY,48,M,2900    SAINT GEORGE                 ST,34.1097,-118.2739
2046,201008496,2020-04-25,1800,10,West Valley,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),59,M,7000    CORBIN                       AV,34.1975,-118.5623
2047,200111454,2020-01-30,1800,1,Central,510,VEHICLE - STOLEN,0,nan,700 S  SPRING                       ST,34.0445,-118.2523
2048,200321686,2020-12-13,2125,3,Southwest,761,BRANDISH WEAPON,53,M,COLISEUM,34.0183,-118.3556
2049,201806232,2020-02-08,1800,18,Southeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,700 E  97TH                         ST,33.9484,-118.263
2050,200308939,2020-03-23,1200,3,Southwest,900,VIOLATION OF COURT ORDER,21,F,3900    VIRGINIA                     RD,34.0145,-118.3408
2051,201711611,2020-07-26,2130,17,Devonshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,M,20800    LASSEN                       ST,34.2536,-118.5913
2052,201007631,2020-03-28,1645,10,West Valley,761,BRANDISH WEAPON,24,F,TAMPA,34.1866,-118.5535
2053,201411760,2020-05-26,2100,14,Pacific,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,4000    TIVOLI                       AV,33.9925,-118.4402
2054,202116043,2020-10-31,1300,21,Topanga,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,6600    TOPANGA CANYON               BL,34.1904,-118.6059
2055,201318235,2020-10-10,1700,13,Newton,510,VEHICLE - STOLEN,0,nan,600 E  36TH                         ST,34.0136,-118.2626
2056,200813946,2020-09-08,1430,8,West LA,310,BURGLARY,66,F,2700    MCCONNELL                    DR,34.0445,-118.4035
2057,200516455,2020-11-10,1130,5,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,1500 W  224TH                        ST,33.8233,-118.3064
2058,200122119,2020-12-08,2007,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,600 S  MAIN                         ST,34.0448,-118.2504
2059,201811570,2020-05-23,1610,18,Southeast,624,BATTERY - SIMPLE ASSAULT,53,F,MANCHESTER                   AV,33.9555,-118.2871
2060,200304583,2020-01-10,705,3,Southwest,901,VIOLATION OF RESTRAINING ORDER,37,F,3900    URSULA                       AV,34.0163,-118.3523
2061,200315476,2020-08-09,1515,3,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,48TH                         ST,34.0,-118.3307
2062,201207213,2020-02-05,800,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,6400    11TH                         AV,33.9817,-118.3294
2063,200809562,2020-05-17,1430,8,West LA,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,11900    SAN VICENTE                  BL,34.0571,-118.474
2064,201108104,2020-04-06,1900,11,Northeast,510,VEHICLE - STOLEN,0,nan,4300    GATEWAY                      AV,34.0941,-118.2835
2065,201913374,2020-08-16,1100,19,Mission,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,F,8600    CEDROS                       AV,34.2265,-118.4565
2066,200116579,2020-08-18,405,1,Central,310,BURGLARY,0,X,500 S  FREMONT                      AV,34.0526,-118.2582
2067,201317392,2020-09-22,2100,13,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,F,MARTIN LUTHER KING JR        BL,34.0112,-118.274
2068,200321584,2020-07-01,900,3,Southwest,354,THEFT OF IDENTITY,27,F,600 W  41ST                         DR,34.0087,-118.2866
2069,200815069,2020-10-09,1400,8,West LA,320,"BURGLARY, ATTEMPTED",68,F,200    WOODRUFF                     AV,34.0768,-118.4352
2070,201214966,2020-06-09,1,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,M,76TH                         ST,33.9711,-118.2918
2071,201108147,2020-04-08,745,11,Northeast,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,F,2200    MARICOPA                     DR,34.1105,-118.2239
2072,200808438,2020-04-18,1930,8,West LA,330,BURGLARY FROM VEHICLE,25,F,11700    TEXAS                        AV,34.0472,-118.459
2073,201004548,2020-01-14,1316,10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,F,18600    HATTERAS                     ST,34.1774,-118.5387
2074,201509791,2020-05-09,1530,15,N Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,11800    VICTORY                      BL,34.1867,-118.3899
2075,201109103,2020-05-07,140,11,Northeast,888,TRESPASSING,60,M,1400 W  HILL                         DR,34.1441,-118.1952
2076,202011800,2020-07-04,1800,20,Olympic,330,BURGLARY FROM VEHICLE,59,M,4600 W  3RD                          ST,34.069,-118.3154
