,DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON
190,220911160,2020-03-01,1000,9,Van Nuys,354,THEFT OF IDENTITY,59,M,6400    VAN NUYS                     BL,34.1867,-118.4487
191,212015258,2020-06-23,1229,20,Olympic,354,THEFT OF IDENTITY,22,M,700 S  KINGSLEY                     DR,34.0582,-118.3031
192,222010418,2020-05-27,1800,20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,200 S  NORMANDIE                    AV,34.0726,-118.3029
193,222013040,2020-06-04,1620,20,Olympic,354,THEFT OF IDENTITY,60,M,3300    SAN MARINO                   ST,34.0545,-118.3031
194,211206198,2020-12-20,1400,12,77th Street,624,BATTERY - SIMPLE ASSAULT,56,M,1300 W  MANCHESTER                   AV,33.96,-118.2986
195,220712765,2020-03-20,1015,7,Wilshire,354,THEFT OF IDENTITY,28,F,1900 S  BURNSIDE                     AV,34.0419,-118.3572
196,221308438,2020-10-19,600,13,Newton,354,THEFT OF IDENTITY,50,M,1200 E  46TH                         ST,34.0021,-118.2541
197,221715152,2020-08-05,1950,17,Devonshire,354,THEFT OF IDENTITY,41,M,10300    LINDLEY                      AV,34.2573,-118.5273
198,201112065,2020-07-30,2030,11,Northeast,510,VEHICLE - STOLEN,0,nan,KENMORE                      ST,34.0953,-118.2974
199,220404852,2020-12-27,1200,4,Hollenbeck,946,OTHER MISCELLANEOUS CRIME,0,M,2200    LILLYVALE                    AV,34.0711,-118.1643
200,221106692,2020-01-01,1510,11,Northeast,354,THEFT OF IDENTITY,26,M,3000 W  AVENUE 32,34.115,-118.2416
201,221908420,2020-08-01,5,19,Mission,813,CHILD ANNOYING (17YRS & UNDER),13,F,8700    VAN NUYS                     BL,34.2276,-118.45
202,221818077,2020-01-01,1,18,Southeast,820,ORAL COPULATION,6,F,500 W  92ND                         ST,33.9528,-118.2827
203,221606564,2020-07-17,800,16,Foothill,649,DOCUMENT FORGERY / STOLEN FELONY,37,M,7900    SAN FERNANDO                 RD,34.214,-118.3616
204,221715311,2020-07-11,200,17,Devonshire,624,BATTERY - SIMPLE ASSAULT,30,M,11700    THUNDERBIRD                  AV,34.2854,-118.5601
205,231304505,2020-12-10,1340,13,Newton,354,THEFT OF IDENTITY,28,M,900 E  43RD                         PL,34.0048,-118.2599
206,221220098,2020-01-07,35,12,77th Street,354,THEFT OF IDENTITY,73,F,3300 W  66TH                         ST,33.9797,-118.3294
207,231906446,2020-02-17,1200,19,Mission,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,5,F,9000    WILLIS                       AV,34.2337,-118.4553
208,231305562,2020-04-01,2300,13,Newton,210,ROBBERY,50,X,12TH                         ST,34.0337,-118.2533
209,230510455,2020-06-01,1,5,Harbor,354,THEFT OF IDENTITY,36,F,500 W  8TH                          ST,33.737,-118.2879
210,231309128,2020-08-13,1200,13,Newton,354,THEFT OF IDENTITY,23,M,300 W  ADAMS                        BL,34.0289,-118.2686
211,231106607,2020-03-01,1200,11,Northeast,860,BATTERY WITH SEXUAL CONTACT,10,F,4200    FOUNTAIN                     AV,34.0993,-118.2837
212,220509276,2020-10-26,1,5,Harbor,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",64,F,1400 W  227TH                        ST,33.8201,-118.3015
213,221404672,2020-05-01,1200,14,Pacific,354,THEFT OF IDENTITY,54,F,3100    CHEVIOT VISTA                PL,34.0309,-118.4147
214,231506571,2020-07-15,1700,15,N Hollywood,946,OTHER MISCELLANEOUS CRIME,21,F,12300    EMELITA                      ST,34.1763,-118.4013
215,231210462,2020-06-01,800,12,77th Street,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,14,F,800 E  75TH                         ST,33.9721,-118.2608
216,240604147,2020-01-01,1405,6,Hollywood,354,THEFT OF IDENTITY,32,F,1300    CHEROKEE                     AV,34.0944,-118.3352
217,220507155,2020-12-01,1,5,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,1000 W  18TH                         ST,33.7279,-118.299
218,230212736,2020-06-19,800,2,Rampart,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,900    GRATTAN                      ST,34.0499,-118.2725
219,221315909,2020-11-17,1005,13,Newton,354,THEFT OF IDENTITY,34,F,500 E  22ND                         ST,34.0268,-118.2619
220,230413909,2020-10-30,830,4,Hollenbeck,354,THEFT OF IDENTITY,22,F,3200    GLENN                        AV,34.0209,-118.21
221,221304833,2020-07-01,1520,13,Newton,354,THEFT OF IDENTITY,33,M,1100 E  28TH                         ST,34.0168,-118.2558
222,231411022,2020-05-22,1140,14,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,22,M,700    WORLD WAY,33.9431,-118.401
223,230409692,2020-06-24,1620,4,Hollenbeck,354,THEFT OF IDENTITY,38,F,3500    COPELAND                     PL,34.0857,-118.1655
224,211711508,2020-11-01,1200,17,Devonshire,440,THEFT PLAIN - PETTY ($950 & UNDER),36,M,8300    GLORIA                       AV,34.2213,-118.4809
225,221810933,2020-05-06,1,18,Southeast,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,X,100 W  108TH                        ST,33.9401,-118.2761
226,221513237,2020-07-05,1,15,N Hollywood,354,THEFT OF IDENTITY,59,M,13200    CANTARA                      ST,34.2198,-118.4201
227,232004501,2020-01-01,800,20,Olympic,310,BURGLARY,48,F,1800    ARAPAHOE                     ST,34.0418,-118.2852
228,220606971,2020-07-02,940,6,Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,YUCCA                        ST,34.1032,-118.3387
229,231512931,2020-10-09,1125,15,N Hollywood,354,THEFT OF IDENTITY,29,M,11000    CHANDLER                     BL,34.1681,-118.3704
230,231906802,2020-06-26,1100,19,Mission,310,BURGLARY,54,M,13600    OTTOMAN                      ST,34.2283,-118.4286
231,222005367,2020-11-01,1250,20,Olympic,354,THEFT OF IDENTITY,42,M,2200 W  15TH                         ST,34.0453,-118.2864
232,231817789,2020-01-11,1355,18,Southeast,354,THEFT OF IDENTITY,41,M,11100    DENVER                       AV,33.9347,-118.2848
233,230707560,2020-03-20,2030,7,Wilshire,662,"BUNCO, GRAND THEFT",43,M,1100 S  NORTON                       AV,34.0515,-118.3219
234,231613896,2020-04-01,1159,16,Foothill,354,THEFT OF IDENTITY,33,F,8700    WHEATLAND                    AV,34.2278,-118.3622
235,230818547,2020-10-21,1435,8,West LA,354,THEFT OF IDENTITY,0,X,1400    BUTLER                       AV,34.0484,-118.4544
236,220608736,2020-10-22,1200,6,Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,57,F,6200    BANNER                       AV,34.0917,-118.3244
237,221004913,2020-09-01,1700,10,West Valley,354,THEFT OF IDENTITY,45,F,5200    GENESTA                      AV,34.166,-118.5033
238,231204446,2020-01-06,1625,12,77th Street,354,THEFT OF IDENTITY,22,F,6400    10TH                         AV,33.9817,-118.3279
239,231205201,2020-07-01,1900,12,77th Street,354,THEFT OF IDENTITY,24,F,2300 W  FLORENCE                     AV,33.9746,-118.3188
240,211313647,2020-10-22,800,13,Newton,928,THREATENING PHONE CALLS/LETTERS,27,F,300 W  70TH                         ST,33.9765,-118.2789
241,220509193,2020-10-01,1200,5,Harbor,510,VEHICLE - STOLEN,0,nan,PACIFIC COAST,33.791,-118.2469
242,230708191,2020-08-30,1635,7,Wilshire,354,THEFT OF IDENTITY,48,F,300 S  COCHRAN                      AV,34.0692,-118.3472
243,221700766,2020-10-01,800,17,Devonshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37,M,21600    TRIBUNE                      ST,34.2675,-118.6005
244,231220613,2020-07-17,1,12,77th Street,354,THEFT OF IDENTITY,42,F,800 W  50TH                         PL,33.997,-118.2871
245,230309403,2020-09-06,1,3,Southwest,354,THEFT OF IDENTITY,30,F,4000    WEST                         BL,34.0128,-118.3447
246,220506019,2020-02-01,1200,5,Harbor,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,12,M,1400 W  227TH                        ST,33.8201,-118.3015
247,231107419,2020-08-08,2346,11,Northeast,624,BATTERY - SIMPLE ASSAULT,40,M,LOS FELIZ                    BL,34.117,-118.2717
248,221204063,2020-01-20,1725,12,77th Street,354,THEFT OF IDENTITY,21,M,7400 S  DENKER                       AV,33.9728,-118.3046
249,221225797,2020-12-22,220,12,77th Street,510,VEHICLE - STOLEN,0,nan,6900 S  FIGUEROA                     ST,33.9774,-118.2827
250,231809755,2020-03-01,800,18,Southeast,354,THEFT OF IDENTITY,42,M,9400 S  CENTRAL                      AV,33.9509,-118.2546
251,220411016,2020-06-22,1300,4,Hollenbeck,310,BURGLARY,68,M,4800    VALLEY                       BL,34.0659,-118.1802
252,230710560,2020-06-01,200,7,Wilshire,121,"RAPE, FORCIBLE",18,F,1200    LA CIENEGA                   BL,34.0555,-118.3762
253,221505387,2020-03-01,1200,15,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,F,10500    RIVERSIDE                    DR,34.1522,-118.3593
254,232005220,2020-09-01,1620,20,Olympic,354,THEFT OF IDENTITY,31,F,2000    CAMBRIDGE                    ST,34.0446,-118.3003
255,232110125,2020-04-27,1400,21,Topanga,624,BATTERY - SIMPLE ASSAULT,81,M,TOPANGA CANYON,34.1732,-118.6152
256,230306591,2020-12-05,1040,3,Southwest,354,THEFT OF IDENTITY,54,F,2500    WELLINGTON                   RD,34.0332,-118.3375
257,221913440,2020-04-17,955,19,Mission,354,THEFT OF IDENTITY,78,F,15200    COBALT                       ST,34.3131,-118.4632
258,210217152,2020-01-01,1030,2,Rampart,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),8,F,400 N  VENDOME                      ST,34.0767,-118.2791
259,211804895,2020-12-09,1230,18,Southeast,210,ROBBERY,53,F,400 E  95TH                         ST,33.9502,-118.2673
260,220604806,2020-03-21,1200,6,Hollywood,354,THEFT OF IDENTITY,54,F,6400    YUCCA                        ST,34.1039,-118.3297
261,221404880,2020-12-01,1430,14,Pacific,480,BIKE - STOLEN,32,M,12600    VILLAGE                      LN,33.9779,-118.4142
262,221822433,2020-11-25,2200,18,Southeast,121,"RAPE, FORCIBLE",27,F,10300 S  BROADWAY,33.9428,-118.2781
263,220218655,2020-05-08,1000,2,Rampart,354,THEFT OF IDENTITY,22,M,500    UNION                        DR,34.0587,-118.2678
264,231706742,2020-01-01,1200,17,Devonshire,813,CHILD ANNOYING (17YRS & UNDER),11,F,10400    LARWIN                       AV,34.2589,-118.6137
265,231809250,2020-04-20,915,18,Southeast,354,THEFT OF IDENTITY,30,F,1400 E  111TH                        PL,33.934,-118.2498
266,211105454,2020-11-29,1200,11,Northeast,354,THEFT OF IDENTITY,60,M,2400    MORENO                       DR,34.1047,-118.2687
267,220605785,2020-10-16,1820,6,Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",41,M,1200 N  CAHUENGA                     BL,34.0925,-118.3288
268,221604268,2020-02-19,1300,16,Foothill,354,THEFT OF IDENTITY,44,M,9300    SUNLAND PARK                 DR,34.2397,-118.3661
269,232006335,2020-10-09,1551,20,Olympic,354,THEFT OF IDENTITY,38,F,2700    JAMES M WOOD                 BL,34.0559,-118.2868
270,221912723,2020-11-01,1100,19,Mission,649,DOCUMENT FORGERY / STOLEN FELONY,56,F,8900    BURNET                       AV,34.2319,-118.4633
271,221218237,2020-08-23,1600,12,77th Street,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),8,F,1600 W  45TH                         ST,34.0028,-118.3068
272,222008928,2020-07-01,1200,20,Olympic,354,THEFT OF IDENTITY,62,M,400 S  KINGSLEY                     DR,34.0672,-118.3028
273,221304490,2020-10-01,2000,13,Newton,354,THEFT OF IDENTITY,29,F,300 E  59TH                         PL,33.9861,-118.2696
274,221314362,2020-04-07,1,13,Newton,354,THEFT OF IDENTITY,53,F,1600 E  OLYMPIC                      BL,34.0349,-118.2436
275,230305615,2020-01-25,1,3,Southwest,121,"RAPE, FORCIBLE",33,F,3600    CIMARRON                     ST,34.0228,-118.3156
276,220817021,2020-11-17,2330,8,West LA,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,M,2000    AVENUE OF THE STARS,34.0587,-118.4158
277,230220152,2020-01-25,1845,2,Rampart,354,THEFT OF IDENTITY,34,M,1300 S  BURLINGTON                   AV,34.0456,-118.2789
278,220206045,2020-11-19,900,2,Rampart,354,THEFT OF IDENTITY,38,M,1000 W  18TH                         ST,34.0387,-118.2786
279,230710295,2020-01-01,1200,7,Wilshire,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",29,F,1000 S  ORANGE GROVE                 AV,34.0578,-118.3628
280,222104573,2020-08-07,1155,21,Topanga,354,THEFT OF IDENTITY,38,F,6200    PENFIELD                     AV,34.1818,-118.5676
281,221605629,2020-10-31,2000,16,Foothill,121,"RAPE, FORCIBLE",11,F,12800    PAXTON                       ST,34.2865,-118.4161
282,221907310,2020-03-19,1510,19,Mission,815,SEXUAL PENETRATION W/FOREIGN OBJECT,7,F,8600    WILLIS                       AV,34.2266,-118.4553
283,221605942,2020-08-27,800,16,Foothill,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14,F,12600    PIERCE                       ST,34.2758,-118.4052
284,220221083,2020-11-28,1600,2,Rampart,121,"RAPE, FORCIBLE",19,F,700 S  BIXEL                        ST,34.0509,-118.2642
285,210805061,2020-12-23,1200,8,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),62,M,15300    DE PAUW                      ST,34.039,-118.5262
286,221418972,2020-11-15,1200,14,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,600    INDIANA                      AV,33.9962,-118.4694
287,220116036,2020-03-23,1200,1,Central,354,THEFT OF IDENTITY,48,M,100 E  3RD                          ST,34.0495,-118.2459
288,221916942,2020-04-01,5,19,Mission,820,ORAL COPULATION,8,M,14000    LAKESIDE                     ST,34.321,-118.4381
289,210304538,2020-01-01,1200,3,Southwest,820,ORAL COPULATION,6,F,4100    MARLTON                      AV,34.0102,-118.3404
290,220605303,2020-01-10,800,6,Hollywood,354,THEFT OF IDENTITY,28,M,1100 N  ARDMORE                      AV,34.0908,-118.3012
291,220407289,2020-09-01,1130,4,Hollenbeck,860,BATTERY WITH SEXUAL CONTACT,12,F,PERCY,34.0445,-118.2116
292,220504793,2020-04-01,935,5,Harbor,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",28,F,1100    MCDONALD                     AV,33.7845,-118.2714
293,211206256,2020-10-23,1800,12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,900 W  65TH                         ST,33.9801,-118.2914
294,231404594,2020-03-04,2,14,Pacific,354,THEFT OF IDENTITY,54,M,12900    WALSH                        AV,33.9869,-118.4301
295,221916382,2020-11-11,1200,19,Mission,354,THEFT OF IDENTITY,31,F,15100    TAMARACK                     CT,34.239,-118.4618
296,230110332,2020-11-26,1000,1,Central,815,SEXUAL PENETRATION W/FOREIGN OBJECT,19,F,200 S  OLIVE                        ST,34.0535,-118.2491
297,230320974,2020-04-22,655,3,Southwest,354,THEFT OF IDENTITY,50,M,3800    POTOMAC                      AV,34.016,-118.346
298,232104037,2020-02-01,1700,21,Topanga,940,EXTORTION,23,F,VANOWEN                      ST,34.1938,-118.571
299,220319193,2020-11-12,1500,3,Southwest,946,OTHER MISCELLANEOUS CRIME,53,M,4100    GARTHWAITE                   AV,34.0094,-118.3231
300,231110558,2020-08-07,1400,11,Northeast,946,OTHER MISCELLANEOUS CRIME,26,M,200 N  AVE 55,34.1094,-118.1963
301,221509576,2020-05-20,1500,15,N Hollywood,625,OTHER ASSAULT,48,M,12100    BURBANK                      BL,34.1721,-118.3965
302,221907738,2020-01-01,1200,19,Mission,354,THEFT OF IDENTITY,16,M,8500    MAMMOTH                      AV,34.2249,-118.4344
303,230604435,2020-12-13,2000,6,Hollywood,310,BURGLARY,45,F,5800    SANTA MONICA                 BL,34.0944,-118.319
304,220908425,2020-11-20,1600,9,Van Nuys,310,BURGLARY,50,F,5200 N  SEPULVEDA                    BL,34.1649,-118.4661
305,230911235,2020-11-01,600,9,Van Nuys,354,THEFT OF IDENTITY,46,M,5100    STANSBURY                    AV,34.1635,-118.4411
306,230818509,2020-01-01,700,8,West LA,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,F,800    VIA DE LA PAZ,34.0448,-118.5277
307,232109597,2020-07-14,1655,21,Topanga,354,THEFT OF IDENTITY,52,M,20400    CANTARA                      ST,34.2191,-118.5771
308,221011819,2020-07-19,1800,10,West Valley,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),80,F,18400    INGOMAR                      ST,34.212,-118.534
309,231711215,2020-11-12,1110,17,Devonshire,354,THEFT OF IDENTITY,51,M,20600    LUGANO                       WY,34.2799,-118.5818
310,210907013,2020-11-15,1200,9,Van Nuys,940,EXTORTION,59,M,6300    PEACH                        AV,34.1848,-118.4675
311,230507982,2020-04-01,1,5,Harbor,624,BATTERY - SIMPLE ASSAULT,14,F,700 S  LELAND                       ST,33.7379,-118.3012
312,230714761,2020-06-16,1445,7,Wilshire,354,THEFT OF IDENTITY,33,F,1100 S  MUIRFIELD                    RD,34.0537,-118.3327
313,221211022,2020-04-26,2115,12,77th Street,354,THEFT OF IDENTITY,41,F,1100 W  VERNON                       AV,34.0037,-118.2938
314,221313048,2020-01-01,1,13,Newton,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",51,M,1000    TOWNE                        AV,34.0342,-118.2496
315,241904532,2020-05-01,5,19,Mission,815,SEXUAL PENETRATION W/FOREIGN OBJECT,8,F,8100 N  SEPULVEDA                    PL,34.2181,-118.4664
316,230309845,2020-09-01,1200,3,Southwest,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",30,M,1900    PARK GROVE                   AV,34.0363,-118.2762
317,231810615,2020-01-01,1200,18,Southeast,820,ORAL COPULATION,3,M,2000 E  115TH                        ST,33.9305,-118.2363
318,220110779,2020-11-28,1700,1,Central,662,"BUNCO, GRAND THEFT",55,F,500 W  CESAR E CHAVEZ               AV,34.0592,-118.2414
319,220106694,2020-03-13,1900,1,Central,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,X,400 N  GRAND                        AV,34.0595,-118.2451
320,230126260,2020-12-10,800,1,Central,330,BURGLARY FROM VEHICLE,28,M,1100 S  GRAND                        AV,34.0415,-118.262
321,231223480,2020-02-02,1,12,77th Street,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,X,5800    HAAS                         AV,33.9891,-118.3167
322,221507610,2020-03-22,500,15,N Hollywood,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,5200    HARMONY                      AV,34.1649,-118.3665
323,231218307,2020-07-06,1605,12,77th Street,354,THEFT OF IDENTITY,28,F,800 W  52ND                         ST,33.9953,-118.2872
324,220611171,2020-03-10,1000,6,Hollywood,354,THEFT OF IDENTITY,49,M,8400    HOLLYWOOD                    BL,34.0994,-118.3727
325,220705297,2020-11-01,1255,7,Wilshire,354,THEFT OF IDENTITY,44,F,300 S  DETROIT                      ST,34.0683,-118.3451
326,231805308,2020-07-15,1238,18,Southeast,354,THEFT OF IDENTITY,23,F,100 W  IMPERIAL                     HY,33.9347,-118.2761
327,231311304,2020-06-15,1535,13,Newton,354,THEFT OF IDENTITY,31,M,5500    MORGAN                       AV,33.993,-118.2446
328,220804051,2020-01-18,910,8,West LA,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",37,F,1900    SAWTELLE                     BL,34.0425,-118.445
329,221005035,2020-08-01,1500,10,West Valley,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),13,F,6600    DARBY                        AV,34.1902,-118.5335
330,220917253,2020-12-21,1800,9,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,VANOWEN,34.1939,-118.4313
331,220214942,2020-01-01,1030,2,Rampart,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),43,M,1500 W  OLYMPIC                      BL,34.0484,-118.2724
332,220620646,2020-11-19,1040,6,Hollywood,354,THEFT OF IDENTITY,58,F,1600 N  KINGSLEY                     DR,34.1,-118.3033
333,231613511,2020-05-05,525,16,Foothill,354,THEFT OF IDENTITY,22,M,10200    RINCON                       AV,34.2558,-118.4275
334,230609606,2020-08-23,1005,6,Hollywood,354,THEFT OF IDENTITY,58,M,1000    VINE                         ST,34.0889,-118.3266
335,221606629,2020-05-01,1125,16,Foothill,354,THEFT OF IDENTITY,43,F,9300    GLENOAKS                     BL,34.2429,-118.3887
336,220310780,2020-10-01,1130,3,Southwest,354,THEFT OF IDENTITY,13,M,1800 W  43RD                         ST,34.0055,-118.3113
337,230506618,2020-08-05,1,5,Harbor,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,M,2100    JOHN S GIBSON                BL,33.7795,-118.2715
338,200121929,2020-12-03,2300,1,Central,510,VEHICLE - STOLEN,0,nan,400    SOLANO                       AV,34.071,-118.2302
339,220413587,2020-09-01,300,4,Hollenbeck,121,"RAPE, FORCIBLE",50,F,3200    BLANCHARD                    ST,34.0464,-118.1933
